customer_id,age,plan,tenure_months,monthly_bill,monthly_usage_hours,usage_change_pct,login_frequency,complaint_count,open_complaints,avg_resolution_days,payment_delay_days,payment_failures,plan_changes,engagement_score,satisfaction_score,churn
C1717,33,Standard,3,946.78,46.3,-1.5,14,1,0,5.2,0,0,1,34.3,2.6,0
C1718,74,Basic,3,531.04,45.5,4.7,13,2,1,0.9,8,1,1,53.5,3.5,0
C1719,56,Basic,5,502.99,37.1,39.5,9,2,0,11.5,9,0,0,41.1,4.2,0
C1720,62,Enterprise,2,3049.58,50.3,-2.5,11,2,1,0.8,0,1,1,70.2,3.9,0
C1721,70,Basic,4,499.64,53.5,22.0,6,4,3,0.5,1,1,1,97.7,3.2,0
C1722,59,Enterprise,2,2934.48,64.4,-42.2,6,1,1,5.3,7,0,1,52.8,3.2,1
C1723,56,Standard,31,823.58,30.0,-22.9,8,2,1,9.2,0,0,1,88.7,3.1,0
C1724,31,Basic,2,562.93,38.3,6.0,12,5,0,1.0,8,0,1,83.1,3.7,0
C1725,48,Basic,24,386.74,32.6,5.8,11,1,1,0.6,6,0,0,66.2,3.8,0
C1726,22,Basic,1,488.96,41.7,-22.9,3,3,3,0.9,6,0,1,57.8,5.0,1
C1727,52,Enterprise,53,3148.09,50.5,18.9,5,0,0,3.5,8,0,0,55.6,3.5,0
C1728,40,Standard,22,921.96,45.5,-9.2,5,2,1,3.0,8,2,0,95.5,1.4,0
C1729,46,Standard,1,888.57,43.7,-9.8,10,0,0,3.4,9,0,0,51.7,3.0,0
C1730,60,Basic,25,414.78,31.0,-7.0,10,1,0,0.5,8,0,1,73.0,3.2,0
C1731,28,Basic,12,579.87,27.6,28.5,6,1,1,0.6,3,1,0,50.8,4.0,0
C1732,35,Standard,27,959.69,49.6,22.2,3,1,0,1.0,0,1,1,36.1,3.2,0
C1733,64,Basic,13,533.24,36.8,42.1,5,1,0,4.2,3,0,3,50.0,5.0,0
C1734,29,Premium,18,1498.97,40.7,8.8,8,1,0,3.3,11,0,0,92.5,3.8,0
C1735,26,Standard,27,927.6,37.3,43.3,7,3,1,3.4,13,0,0,87.8,3.3,0
C1736,27,Standard,9,891.57,29.0,1.0,5,1,1,3.0,5,0,0,56.2,3.4,0
C1737,61,Standard,1,850.34,46.6,-8.2,9,0,0,4.8,4,0,0,98.0,3.6,0
C1738,34,Standard,34,946.82,48.7,-16.0,5,0,0,9.9,11,0,1,90.5,4.5,0
C1739,55,Enterprise,8,2996.47,56.9,-9.4,13,1,0,3.9,1,0,1,52.5,3.5,0
C1740,24,Standard,12,925.1,37.4,-8.2,5,5,2,4.8,0,0,0,60.3,4.1,0
C1741,63,Basic,1,492.94,37.6,-22.1,4,1,0,3.3,1,1,0,60.3,4.0,0
C1742,30,Standard,12,922.09,33.1,-19.8,5,2,0,5.6,11,1,0,52.9,2.7,0
C1743,57,Basic,72,498.28,53.6,10.2,12,0,0,10.0,0,1,1,75.2,4.1,0
C1744,59,Basic,5,494.37,50.3,-17.2,7,1,1,3.3,1,0,0,70.8,4.2,0
C1745,26,Enterprise,9,3000.5,27.5,-47.5,9,3,2,0.7,0,0,1,74.5,4.3,0
C1746,67,Premium,20,1647.04,47.7,-48.8,10,0,0,5.1,2,0,1,75.0,3.5,0
C1747,44,Enterprise,30,3039.12,57.6,-57.4,7,1,1,3.7,6,0,0,70.9,3.6,0
C1748,19,Standard,9,1028.3,40.4,-40.4,2,2,0,9.5,1,3,1,48.8,3.3,1
C1749,22,Standard,6,898.59,29.9,-35.0,5,0,0,1.1,0,0,1,62.2,4.5,0
C1750,46,Basic,50,483.55,62.8,-29.4,5,1,0,12.3,5,2,0,64.6,2.7,0
C1751,54,Basic,20,445.29,36.3,2.2,5,2,1,2.8,3,0,1,61.5,3.9,0
C1752,55,Premium,2,1579.16,27.5,-36.8,10,0,0,11.6,2,1,0,77.8,5.0,0
C1753,36,Standard,1,853.74,33.0,-28.0,8,1,0,5.4,13,1,0,64.8,3.9,0
C1754,25,Premium,11,1589.48,40.0,-50.8,8,0,0,7.0,2,1,0,91.8,5.0,0
C1755,65,Premium,4,1448.19,37.4,-21.5,4,1,0,1.4,5,1,0,62.1,3.4,0
C1756,62,Basic,5,543.33,43.7,13.1,9,0,0,0.9,0,1,0,92.7,4.0,0
C1757,18,Standard,37,819.45,46.1,-5.6,13,0,0,3.4,2,0,1,61.8,3.1,0
C1758,39,Standard,1,876.9,43.0,-3.0,8,2,1,1.6,0,1,1,69.7,2.4,0
C1759,69,Basic,22,500.1,38.9,-5.0,5,0,0,14.9,1,1,0,70.3,3.2,0
C1760,34,Premium,5,1469.13,33.6,-37.1,10,2,1,2.4,2,1,0,39.1,3.2,0
C1761,24,Standard,25,890.53,35.1,-15.2,8,1,0,0.5,0,1,0,38.8,3.2,0
C1762,42,Basic,23,490.77,47.6,0.5,7,1,1,2.4,6,0,0,69.2,4.3,0
C1763,62,Standard,1,939.35,44.3,19.2,9,1,1,2.7,1,2,1,43.8,3.5,0
C1764,21,Enterprise,12,2894.66,58.1,4.1,4,1,1,0.5,9,0,0,74.2,3.3,0
C1765,53,Basic,2,470.85,41.1,17.0,5,1,0,1.0,4,0,3,93.0,3.4,0
C1766,23,Premium,36,1561.73,38.7,-32.2,5,3,1,0.5,0,2,0,49.6,3.4,0
C1767,48,Basic,36,527.12,32.9,-42.6,6,1,0,2.9,4,1,0,59.4,3.5,0
C1768,36,Premium,9,1562.56,51.3,-48.8,6,0,0,1.2,0,0,2,22.3,5.0,0
C1769,61,Premium,10,1536.94,51.0,15.4,9,0,0,0.7,6,0,2,28.7,4.7,0
C1770,71,Basic,6,444.82,64.8,-41.0,1,3,1,6.4,14,0,0,75.2,1.4,1
C1771,56,Basic,22,532.04,48.9,21.5,4,2,0,0.5,4,1,0,65.4,3.4,0
C1772,44,Premium,7,1504.01,49.6,-16.1,9,1,0,4.1,10,0,0,50.4,4.5,0
C1773,27,Standard,5,1012.4,57.7,36.7,9,2,0,3.0,1,0,0,16.0,3.9,0
C1774,43,Premium,10,1539.11,41.5,-16.2,2,2,1,5.2,2,1,0,56.9,3.3,1
C1775,36,Basic,1,525.17,53.2,-14.8,9,2,2,0.5,2,0,0,67.3,2.3,0
C1776,56,Premium,24,1532.47,69.8,-3.3,8,0,0,7.2,0,0,1,88.2,4.5,0
C1777,20,Premium,1,1522.44,55.2,-15.4,11,1,0,1.4,6,0,0,59.0,4.1,0
C1778,62,Enterprise,18,3021.09,35.7,5.5,5,2,2,0.5,2,0,0,98.0,1.9,0
C1779,30,Basic,3,485.69,34.8,-31.1,4,2,0,3.7,2,0,0,56.8,1.2,0
C1780,67,Standard,4,925.77,39.7,-0.3,8,3,0,6.9,4,0,0,43.8,4.2,0
C1781,45,Standard,18,946.42,43.7,-23.8,4,0,0,1.5,0,0,2,94.7,4.6,0
C1782,37,Standard,72,952.02,38.5,-10.1,7,1,0,2.6,6,0,0,90.4,3.7,0
C1783,45,Standard,27,945.96,47.8,-39.4,9,0,0,1.9,1,0,0,89.6,5.0,0
C1784,25,Basic,4,574.4,33.2,16.8,7,1,1,0.5,0,0,0,97.2,4.2,0
C1785,58,Premium,3,1555.14,41.9,-13.9,8,0,0,4.9,0,0,1,76.4,3.6,1
C1786,56,Standard,36,930.43,32.1,17.9,9,2,1,9.9,1,1,0,52.7,4.3,0
C1787,18,Basic,10,441.82,56.0,-23.4,5,1,1,1.9,0,0,1,30.7,2.7,0
C1788,20,Standard,2,841.84,30.5,-5.2,4,2,2,0.5,1,0,0,62.6,3.2,0
C1789,30,Standard,35,886.59,31.8,18.1,6,1,0,2.5,21,1,0,47.5,2.7,1
C1790,45,Basic,30,501.34,56.8,-34.4,10,0,0,8.2,3,1,0,62.1,4.5,0
C1791,74,Enterprise,72,3068.9,49.6,-27.1,7,4,1,3.3,3,0,1,26.3,4.6,0
C1792,66,Enterprise,43,2860.01,40.4,15.3,7,2,2,0.8,0,0,0,34.5,4.3,0
C1793,42,Standard,34,847.34,45.2,28.7,3,4,3,2.8,0,0,0,72.6,4.0,0
C1794,73,Basic,1,489.29,41.4,-4.6,8,1,1,1.4,1,0,0,71.0,1.9,0
C1795,50,Premium,1,1449.16,50.0,-29.2,8,3,1,0.5,5,0,0,56.5,5.0,0
C1796,55,Standard,15,859.09,26.5,-12.9,7,2,0,8.6,3,1,1,36.7,1.2,1
C1797,70,Basic,13,474.04,49.8,44.2,9,0,0,5.5,0,1,0,67.9,3.9,0
C1798,23,Standard,11,851.71,37.3,-38.3,8,3,3,9.0,6,2,1,56.3,3.3,1
C1799,61,Standard,9,860.38,70.5,8.2,12,2,0,4.0,0,1,1,55.2,3.5,1
C1800,62,Standard,10,967.16,32.4,-1.9,7,0,0,2.1,2,0,2,86.0,3.3,0
C1801,49,Standard,15,929.72,52.9,-33.9,5,2,0,2.4,30,0,0,90.4,3.8,1
C1802,62,Standard,1,937.2,42.6,-12.8,3,2,2,0.8,0,0,1,73.6,5.0,0
C1803,64,Enterprise,5,2997.29,28.4,-50.1,9,2,1,1.7,6,1,1,71.7,3.8,1
C1804,38,Standard,13,949.56,60.3,2.2,6,2,2,0.6,6,0,0,89.4,3.8,0
C1805,33,Premium,23,1541.39,54.1,5.8,8,3,2,2.2,2,1,0,63.0,3.3,0
C1806,71,Premium,3,1528.93,56.5,-39.2,8,0,0,3.6,17,0,0,54.2,3.1,1
C1807,38,Standard,14,866.29,77.2,8.9,6,1,1,1.0,1,0,1,65.5,4.3,0
C1808,28,Standard,22,876.9,39.5,-21.6,9,0,0,10.1,1,2,1,80.1,3.9,0
C1809,54,Standard,10,951.91,50.5,-23.9,8,3,3,3.6,0,2,0,69.6,4.4,0
C1810,53,Standard,1,873.16,48.4,-29.4,5,3,3,0.9,1,1,0,24.9,4.9,1
C1811,52,Premium,10,1434.57,24.3,11.5,7,2,2,0.6,1,0,0,84.4,3.2,0
C1812,36,Standard,6,872.2,22.8,-46.8,6,2,1,0.7,3,1,0,72.7,5.0,0
C1813,37,Enterprise,47,3076.97,42.9,-44.7,8,0,0,12.8,0,0,0,71.3,4.0,0
C1814,74,Basic,2,472.25,56.6,-19.8,8,1,0,0.9,1,1,2,80.4,3.8,0
C1815,35,Basic,19,515.38,60.7,-18.9,8,1,1,0.6,0,0,0,61.5,4.2,0
C1816,64,Standard,1,868.22,59.4,10.7,7,1,1,0.6,0,1,0,69.9,4.3,0
C1817,58,Basic,10,537.17,23.6,-7.3,11,1,1,1.5,6,0,1,80.1,4.3,0
C1818,66,Basic,14,525.84,63.9,-7.2,7,0,0,3.3,5,0,1,75.4,5.0,0
C1819,31,Basic,6,424.44,47.4,-45.5,6,1,1,0.5,5,1,1,48.8,3.1,0
C1820,32,Basic,10,512.4,28.1,-10.8,6,1,0,0.6,1,0,1,60.4,2.1,0
C1821,48,Basic,3,414.87,37.0,-65.2,9,2,2,13.1,4,0,1,55.0,3.0,1
C1822,18,Enterprise,6,2971.3,76.4,0.9,8,1,0,3.4,1,0,1,61.9,3.6,1
C1823,70,Basic,17,498.43,29.4,11.9,3,3,1,0.5,1,2,3,88.1,2.6,0
C1824,71,Premium,6,1591.34,40.8,-24.5,8,2,0,2.8,3,1,0,83.6,3.4,0
C1825,71,Premium,41,1514.9,53.5,4.4,6,0,0,1.0,4,0,3,80.2,2.7,0
C1826,20,Enterprise,17,2960.65,52.3,-16.0,9,3,2,12.7,1,0,1,41.8,2.4,1
C1827,33,Basic,10,483.14,56.2,25.8,5,4,2,1.7,4,0,0,57.2,4.4,0
C1828,40,Premium,1,1545.21,45.0,0.7,10,0,0,0.5,13,0,0,19.0,4.7,0
C1829,74,Standard,12,861.32,67.7,-31.0,9,3,0,3.3,2,1,2,66.0,3.4,0
C1830,28,Standard,26,953.85,32.3,24.3,5,2,0,0.5,2,3,0,59.9,4.8,0
C1831,29,Standard,5,872.85,33.6,15.7,6,1,1,2.6,1,1,1,59.3,4.7,0
C1832,27,Premium,29,1453.23,35.4,-15.3,10,0,0,6.7,1,0,0,86.2,2.9,0
C1833,49,Basic,5,474.45,63.4,7.4,7,2,0,1.5,3,0,0,53.4,3.8,0
C1834,33,Premium,31,1418.19,51.8,7.0,6,2,0,2.3,11,0,1,73.2,3.2,0
C1835,25,Standard,1,790.37,33.3,-15.6,9,1,1,0.5,1,0,0,91.4,4.1,0
C1836,55,Premium,36,1494.87,40.9,-3.4,5,1,0,3.6,1,1,1,67.7,3.5,0
C1837,29,Enterprise,12,2995.64,50.0,1.1,6,1,1,0.5,12,0,3,84.2,5.0,0
C1838,41,Basic,6,511.82,41.9,-21.9,7,2,2,1.4,3,0,0,77.5,2.5,0
C1839,45,Enterprise,5,2994.63,21.5,28.7,7,0,0,6.4,5,0,0,53.8,3.0,0
C1840,70,Basic,10,615.46,63.6,-54.4,11,2,2,0.6,7,0,1,71.6,4.0,1
C1841,25,Basic,72,507.42,36.5,11.9,4,0,0,6.4,0,1,0,96.4,3.9,0
C1842,45,Basic,4,430.18,58.5,-35.5,8,0,0,3.5,2,2,1,62.6,3.0,0
C1843,53,Basic,1,443.0,49.4,-11.1,4,0,0,0.5,0,0,0,60.4,3.2,0
C1844,43,Standard,15,899.02,43.5,-45.0,8,2,0,0.6,3,0,1,66.8,3.5,0
C1845,25,Basic,12,477.23,27.4,-38.0,4,1,1,3.8,12,0,1,98.0,2.9,0
C1846,67,Basic,13,437.58,48.6,-7.2,11,1,0,4.6,0,0,0,55.1,3.3,0
C1847,45,Enterprise,19,2996.06,68.5,-3.2,6,0,0,3.7,1,1,0,60.1,3.7,0
C1848,45,Premium,5,1496.79,39.8,21.5,10,1,1,4.4,32,0,0,62.7,3.4,1
C1849,54,Premium,43,1578.78,44.9,-15.0,8,1,1,1.6,0,0,0,56.2,3.2,0
C1850,58,Premium,10,1453.2,32.2,10.4,2,0,0,0.5,0,0,0,64.5,4.1,0
C1851,53,Premium,2,1478.11,30.5,-5.3,4,2,0,2.6,0,2,0,38.6,2.8,0
C1852,44,Basic,24,578.63,42.7,9.4,5,1,0,3.2,5,1,0,51.6,4.0,0
C1853,71,Standard,18,915.43,41.2,-32.3,7,0,0,4.1,5,0,0,50.3,3.6,0
C1854,34,Premium,6,1452.9,44.9,-2.8,12,1,0,0.9,6,0,1,44.7,2.5,0
C1855,26,Basic,17,463.26,21.5,4.3,5,2,2,0.7,5,0,2,78.9,2.8,1
C1856,50,Standard,4,838.29,30.5,-17.4,11,1,1,6.2,7,0,1,81.5,1.4,1
C1857,70,Basic,10,502.86,47.7,4.5,10,0,0,6.4,5,0,0,76.6,4.6,0
C1858,37,Basic,41,550.56,34.0,6.9,5,1,1,15.4,2,0,0,60.1,3.5,0
C1859,30,Standard,2,980.55,46.3,-17.9,9,0,0,1.5,5,0,0,52.1,4.1,0
C1860,45,Standard,8,824.69,43.8,14.4,6,3,0,0.5,3,0,3,70.0,4.5,0
C1861,65,Standard,30,942.46,27.9,-62.6,8,1,1,2.3,1,0,1,57.2,2.9,1
C1862,46,Standard,62,907.22,60.3,-52.9,9,1,1,2.3,7,0,0,41.6,3.3,0
C1863,30,Basic,10,485.9,57.7,-30.9,6,4,2,0.5,6,0,1,95.0,3.3,0
C1864,63,Basic,12,478.13,61.5,2.0,4,3,0,3.0,0,0,1,29.5,4.7,1
C1865,52,Premium,15,1402.95,39.0,-23.9,12,2,1,1.1,0,1,0,89.5,4.3,0
C1866,23,Standard,48,930.9,33.2,-38.4,4,1,0,0.5,1,1,0,47.4,3.4,0
C1867,35,Basic,35,433.06,54.0,-7.2,5,1,1,3.3,2,0,1,56.3,5.0,0
C1868,68,Premium,3,1461.59,53.2,-2.5,9,3,3,1.2,0,0,0,68.2,2.2,0
C1869,22,Basic,10,519.9,71.5,-20.9,7,3,1,2.9,7,1,0,90.8,4.4,0
C1870,64,Standard,11,808.17,32.3,-34.6,4,1,1,0.5,0,2,1,58.5,3.2,0
C1871,42,Basic,28,432.96,58.8,-4.8,7,1,1,1.6,2,0,0,54.1,2.9,0
C1872,19,Premium,16,1559.93,39.0,14.9,11,3,0,7.0,0,0,0,98.0,5.0,0
C1873,27,Standard,19,905.1,39.5,-35.4,6,1,0,3.7,3,0,0,81.0,5.0,0
C1874,73,Basic,72,465.89,59.5,34.5,5,2,1,7.1,2,0,1,86.6,5.0,0
C1875,47,Premium,1,1505.3,57.0,-19.2,8,1,0,4.7,6,0,0,98.0,3.4,0
C1876,67,Standard,4,932.47,42.1,-20.9,9,0,0,4.5,4,1,0,73.2,3.5,0
C1877,62,Basic,9,555.24,39.5,-1.6,4,0,0,7.1,7,1,0,74.9,4.3,0
C1878,22,Basic,7,443.38,40.6,-2.4,9,3,0,0.5,3,0,3,69.1,4.7,0
C1879,72,Basic,1,447.76,56.5,-60.8,7,4,2,1.9,6,0,1,89.0,2.5,1
C1880,73,Basic,1,529.42,53.5,-7.7,4,3,0,11.3,5,0,0,57.8,4.5,0
C1881,50,Standard,20,931.02,47.8,9.4,7,1,1,0.7,6,1,0,52.5,2.8,0
C1882,71,Premium,38,1431.8,35.5,20.7,5,7,1,3.7,3,1,0,80.5,3.5,0
C1883,18,Standard,12,849.63,40.5,-7.9,7,0,0,5.5,5,1,0,65.6,3.8,0
C1884,35,Basic,13,489.31,47.4,-13.9,5,2,0,9.5,2,0,0,64.7,3.7,0
C1885,49,Basic,5,500.18,33.0,13.1,10,0,0,7.2,0,1,0,49.7,3.0,0
C1886,64,Basic,26,501.6,62.9,39.8,5,1,1,4.0,2,3,1,33.6,3.4,0
C1887,66,Standard,25,831.03,26.5,-2.7,12,2,1,4.3,0,2,0,35.9,4.1,0
C1888,28,Premium,15,1501.09,61.6,-9.6,7,2,1,1.5,3,1,0,81.5,3.9,0
C1889,38,Basic,4,463.13,43.2,26.4,6,0,0,0.9,1,0,0,42.3,4.4,0
C1890,43,Premium,1,1440.68,64.1,-33.2,6,3,3,11.1,12,2,1,82.4,2.4,0
C1891,42,Premium,1,1498.45,36.1,-3.4,5,1,1,13.0,1,0,0,98.0,4.4,0
C1892,39,Standard,16,893.35,60.6,55.2,7,2,2,1.9,0,1,0,86.4,5.0,0
C1893,44,Premium,31,1539.08,60.4,6.3,13,2,1,1.9,8,0,0,72.0,4.7,0
C1894,66,Standard,35,855.95,54.4,14.2,10,1,1,2.1,2,0,2,70.8,1.9,0
C1895,30,Standard,11,910.76,47.5,-13.2,10,1,1,2.2,1,1,0,44.3,3.9,0
C1896,50,Standard,27,820.57,43.2,9.7,7,1,0,6.5,8,0,0,81.3,3.9,0
C1897,51,Standard,52,885.26,46.8,25.4,6,1,0,2.0,4,0,2,98.0,3.1,0
C1898,58,Basic,5,522.18,55.5,-42.9,4,2,2,7.5,3,0,1,40.1,4.8,0
C1899,52,Basic,9,526.4,65.1,-7.4,6,2,0,4.2,1,0,0,70.9,4.3,0
C1900,18,Basic,48,526.74,56.1,3.7,4,1,1,11.8,1,0,2,62.3,4.0,0
C1901,38,Standard,7,939.22,70.1,-6.4,5,1,1,3.9,3,1,0,76.3,3.0,0
C1902,65,Basic,44,476.71,51.7,-17.2,8,2,0,1.9,2,0,1,63.1,3.8,0
C1903,72,Enterprise,71,3023.79,35.6,29.9,7,2,1,8.8,1,1,0,96.2,4.9,0
C1904,23,Premium,19,1592.44,35.3,0.1,6,1,0,0.9,0,0,0,69.4,5.0,0
C1905,45,Standard,30,875.64,32.7,-22.5,7,1,0,11.7,6,0,0,81.2,3.5,0
C1906,34,Basic,24,568.01,30.1,19.6,6,0,0,0.5,4,0,0,84.2,3.3,0
C1907,22,Premium,21,1542.82,36.5,29.7,9,1,0,3.6,20,1,0,67.5,4.2,0
C1908,48,Premium,6,1485.68,47.2,23.5,2,1,0,0.5,2,0,0,55.9,2.8,0
C1909,22,Premium,1,1489.86,57.8,-15.4,9,1,0,0.8,20,2,0,63.0,1.9,1
C1910,55,Basic,7,504.92,56.6,-14.3,6,0,0,2.2,2,1,1,80.0,3.5,1
C1911,20,Standard,19,940.01,65.0,-31.0,6,3,3,0.6,3,0,0,89.5,4.3,0
C1912,70,Basic,1,519.13,63.4,1.3,15,1,0,15.7,0,0,0,61.4,3.1,0
C1913,40,Basic,1,475.25,24.5,22.5,4,1,0,5.2,0,1,0,83.6,4.3,0
C1914,54,Premium,2,1394.9,45.1,9.1,5,1,1,6.7,11,0,0,51.2,3.4,0
C1915,70,Premium,22,1532.61,55.3,38.8,6,0,0,13.5,15,0,1,33.8,4.2,0
C1916,54,Standard,64,802.38,34.8,-53.5,9,1,0,3.9,3,2,0,65.6,4.3,0
C1917,27,Premium,72,1430.7,36.2,-1.5,7,2,0,1.1,1,1,0,40.5,4.7,0
C1918,27,Standard,12,878.88,38.7,15.8,9,0,0,5.0,12,0,0,82.3,3.1,0
C1919,36,Standard,36,838.3,17.5,-20.2,9,1,1,3.1,6,1,1,78.4,3.0,0
C1920,34,Basic,24,514.88,30.1,-33.3,11,0,0,1.1,0,0,1,98.0,2.8,0
C1921,38,Enterprise,12,2984.19,31.5,-35.2,12,2,2,1.6,1,0,3,77.4,4.1,0
C1922,31,Basic,15,538.26,39.7,-2.4,10,1,0,3.3,0,0,0,92.9,4.9,0
C1923,26,Enterprise,2,2918.61,52.1,-35.8,4,3,3,1.8,3,0,0,98.0,4.8,1
C1924,63,Premium,49,1465.91,66.6,31.8,6,1,0,0.9,2,0,1,50.9,2.8,0
C1925,18,Basic,7,499.21,49.2,7.9,4,1,0,2.0,0,2,1,49.3,4.0,0
C1926,68,Standard,10,901.14,39.5,-10.0,7,2,0,0.9,1,0,0,68.8,4.8,0
C1927,62,Premium,20,1533.7,50.1,-7.0,5,1,1,7.3,11,1,0,51.5,4.2,1
C1928,30,Standard,7,853.27,45.1,22.0,7,1,0,4.1,4,0,1,61.8,2.5,0
C1929,21,Enterprise,5,2975.6,29.2,28.5,3,0,0,1.7,7,0,1,32.7,5.0,0
C1930,18,Enterprise,17,3024.37,45.4,-28.3,9,1,0,10.2,7,0,0,64.6,4.9,0
C1931,66,Standard,1,789.07,41.6,-23.3,6,0,0,1.7,10,0,0,55.2,3.7,0
C1932,57,Standard,22,918.25,49.8,-13.9,8,1,1,3.0,0,1,0,61.4,3.7,0
C1933,49,Enterprise,12,3037.2,59.9,-20.6,10,5,2,2.5,1,2,0,76.0,3.9,0
C1934,51,Standard,16,832.32,69.9,-50.1,5,2,1,0.5,2,0,0,73.5,5.0,0
C1935,45,Basic,17,483.25,42.0,-25.4,10,1,1,1.9,4,0,0,72.5,3.3,0
C1936,48,Basic,13,573.63,32.8,-22.6,8,3,3,0.5,3,1,0,54.3,5.0,0
C1937,25,Standard,15,931.99,33.5,-35.0,5,1,0,0.7,1,0,0,73.7,3.6,0
C1938,56,Enterprise,20,3021.35,31.5,6.0,8,0,0,5.4,0,0,1,62.6,4.9,0
C1939,43,Premium,25,1548.55,17.7,-8.1,10,3,2,1.3,2,0,2,59.7,3.7,0
C1940,51,Standard,23,989.23,33.6,10.4,11,1,0,0.5,1,1,1,77.6,4.3,0
C1941,71,Basic,36,499.93,80.4,-29.6,6,0,0,4.4,13,0,0,74.7,3.3,0
C1942,71,Basic,3,478.64,32.4,10.8,16,1,1,5.7,13,1,0,73.8,3.5,0
C1943,20,Premium,9,1548.43,28.1,-1.4,4,0,0,3.0,0,0,1,57.2,4.0,0
C1944,67,Basic,53,489.63,41.7,-18.7,7,0,0,8.7,4,2,0,54.9,4.2,0
C1945,29,Basic,9,452.6,57.5,35.1,7,0,0,6.6,1,0,1,45.2,2.2,0
C1946,18,Basic,2,472.0,50.3,-2.2,7,1,1,2.8,5,1,0,81.0,3.2,0
C1947,71,Standard,13,914.62,40.5,-18.2,4,0,0,4.7,5,1,1,76.4,4.7,0
C1948,61,Enterprise,2,2976.52,40.5,2.0,8,0,0,1.4,0,0,0,78.2,3.1,0
C1949,22,Basic,4,480.25,52.0,-28.7,7,1,1,3.5,4,0,0,33.9,4.8,0
C1950,47,Standard,72,847.63,33.0,-9.4,4,1,1,13.2,9,0,0,65.5,3.2,0
C1951,47,Standard,14,970.77,36.8,45.7,6,0,0,5.6,0,0,1,37.7,3.9,0
C1952,74,Enterprise,6,2981.87,40.8,-49.2,8,1,1,1.6,0,0,2,44.1,3.5,0
C1953,34,Basic,72,463.42,56.9,-18.2,11,2,0,9.4,3,0,2,90.9,5.0,0
C1954,65,Standard,61,868.74,29.8,-8.7,8,0,0,6.1,2,1,0,47.1,5.0,0
C1955,64,Standard,10,939.13,39.4,-14.2,5,0,0,0.5,8,1,0,55.8,3.2,0
C1956,40,Premium,5,1527.66,28.1,-17.5,11,0,0,4.8,2,0,0,57.0,3.9,0
C1957,32,Standard,32,873.91,48.4,37.3,3,0,0,13.1,2,2,0,48.9,2.9,0
C1958,54,Basic,22,500.62,32.9,-18.9,4,1,1,1.3,5,0,0,47.3,3.0,0
C1959,38,Standard,20,912.84,41.5,4.9,4,0,0,1.1,0,0,1,33.2,4.7,0
C1960,31,Premium,40,1463.8,58.6,-20.3,6,0,0,3.6,0,0,0,44.4,3.7,0
C1961,19,Basic,21,421.97,51.7,5.0,4,1,1,0.5,2,0,1,68.4,3.9,0
C1962,28,Premium,6,1524.75,46.0,18.4,9,1,1,3.9,0,1,0,52.8,4.1,0
C1963,68,Basic,21,466.56,50.7,-6.9,10,2,0,0.9,11,0,0,52.9,3.2,0
C1964,56,Standard,6,921.02,53.8,-19.3,9,0,0,2.1,4,0,0,19.4,2.6,0
C1965,55,Standard,25,915.05,26.4,-8.1,15,1,0,7.8,5,1,0,52.9,2.9,1
C1966,51,Premium,17,1501.79,34.9,8.4,7,2,0,5.6,1,0,1,98.0,3.2,0
C1967,55,Standard,1,877.69,39.2,16.7,6,1,1,0.5,2,0,1,51.4,5.0,0
C1968,67,Premium,12,1467.3,43.9,1.4,7,2,2,5.0,0,1,1,79.5,4.1,0
C1969,51,Premium,7,1442.08,34.2,-7.0,7,1,1,1.9,0,0,1,50.8,3.8,0
C1970,35,Standard,7,868.26,29.4,27.0,6,0,0,18.2,3,0,0,72.0,2.5,0
C1971,47,Premium,16,1527.44,35.2,-20.7,4,2,1,1.2,1,0,1,93.2,2.5,0
C1972,32,Premium,7,1568.89,51.9,-15.3,12,3,2,2.2,9,0,0,64.2,3.2,1
C1973,44,Basic,27,561.55,22.3,39.8,6,1,0,1.5,21,1,0,56.2,3.6,0
C1974,68,Standard,1,906.27,35.4,-7.4,5,2,2,3.1,0,1,1,66.5,3.1,0
C1975,51,Enterprise,19,3068.86,34.7,11.5,6,1,0,1.1,5,0,0,47.2,3.1,0
C1976,69,Basic,29,483.66,33.7,-27.2,6,0,0,8.5,0,0,0,67.4,3.3,1
C1977,74,Premium,20,1434.45,52.0,20.0,4,1,0,3.4,3,0,2,63.3,3.2,0
C1978,55,Enterprise,12,3095.04,34.8,-33.8,14,1,0,10.0,1,0,1,70.3,3.6,0
C1979,50,Basic,54,525.64,33.1,-35.6,6,2,2,4.0,13,1,0,26.7,4.0,0
C1980,41,Standard,6,822.27,50.3,17.3,10,1,0,0.7,8,0,0,65.8,4.5,0
C1981,32,Standard,1,976.95,51.1,-14.0,9,0,0,0.5,3,0,2,75.4,2.8,0
C1982,47,Standard,10,861.83,47.4,-11.1,12,0,0,1.8,0,0,0,64.3,3.7,0
C1983,72,Basic,1,472.71,34.0,5.8,6,1,1,17.6,6,0,2,81.0,5.0,0
C1984,59,Basic,55,550.07,57.8,-12.3,12,2,2,7.3,2,2,0,47.5,3.5,0
C1985,68,Standard,4,967.09,47.5,-31.2,6,2,1,6.6,3,1,0,52.0,3.8,0
C1986,34,Premium,27,1448.96,27.5,-19.2,7,1,0,2.9,5,2,0,75.8,3.0,0
C1987,22,Premium,26,1572.55,62.9,-29.4,8,3,3,0.5,2,0,1,80.2,4.4,0
