customer_id,age,plan,tenure_months,monthly_bill,monthly_usage_hours,usage_change_pct,login_frequency,complaint_count,open_complaints,avg_resolution_days,payment_delay_days,payment_failures,plan_changes,engagement_score,satisfaction_score,churn
C1851,53,Basic,5,538.99,49.1,-12.7,6,0,0,1.3,1,0,1,41.8,4.8,0
C1852,44,Standard,33,929.69,61.2,11.6,7,2,1,6.4,12,0,2,52.8,3.2,1
C1853,71,Basic,58,523.83,47.1,9.6,8,1,1,11.5,2,1,1,89.6,3.8,0
C1854,34,Basic,2,510.5,54.0,-11.1,2,2,0,0.5,2,1,0,78.2,3.8,0
C1855,26,Premium,13,1505.39,55.7,37.8,11,0,0,0.5,2,0,1,66.7,2.3,0
C1856,50,Basic,4,448.32,57.0,-21.6,3,0,0,2.5,3,0,0,89.4,2.5,0
C1857,70,Standard,1,890.76,47.2,28.7,10,0,0,3.4,0,0,0,45.5,3.7,0
C1858,37,Basic,7,506.3,47.1,24.4,4,3,1,8.5,0,1,0,47.4,3.9,1
C1859,30,Basic,3,454.02,38.0,39.3,10,2,1,3.5,2,0,0,83.4,4.2,0
C1860,45,Standard,24,828.93,43.1,-0.6,11,1,1,7.0,5,1,0,50.1,3.1,0
C1861,65,Premium,15,1544.15,39.7,-24.7,4,0,0,2.6,2,0,0,59.0,3.6,0
C1862,46,Standard,3,901.03,49.2,46.9,3,0,0,4.1,10,0,1,67.4,4.4,0
C1863,30,Premium,1,1507.4,59.5,-13.4,4,2,0,9.0,4,0,0,59.6,3.1,0
C1864,63,Basic,33,521.23,39.7,-25.3,10,2,1,4.0,0,0,0,90.3,5.0,0
C1865,52,Premium,3,1459.71,53.0,-9.7,6,1,0,2.3,2,0,1,90.5,3.5,0
C1866,23,Basic,18,482.86,32.2,-29.5,5,1,0,3.1,3,1,0,84.1,3.3,0
C1867,35,Standard,8,959.16,54.0,8.2,1,0,0,2.0,0,0,1,85.8,5.0,0
C1868,68,Standard,17,879.45,35.1,-20.1,10,2,1,0.6,0,1,1,37.7,3.5,1
C1869,22,Enterprise,7,2988.37,70.7,-12.2,5,3,3,5.1,26,0,1,47.3,4.5,1
C1870,64,Standard,1,872.22,51.8,19.2,7,0,0,1.9,4,0,0,81.0,2.8,0
C1871,42,Basic,5,469.37,54.6,10.6,6,2,1,0.5,4,1,0,53.5,3.8,0
C1872,19,Basic,4,543.22,58.5,-4.6,7,2,0,4.3,3,0,0,60.3,4.0,0
C1873,27,Premium,11,1399.93,40.2,-0.7,2,2,2,5.1,9,0,1,76.3,4.6,1
C1874,73,Standard,21,880.72,43.8,-4.7,10,0,0,0.5,1,1,0,88.5,4.4,0
C1875,47,Premium,6,1508.02,23.2,-15.8,6,2,2,2.1,7,0,1,76.8,2.9,0
C1876,67,Basic,1,566.87,38.9,-5.1,5,2,1,2.3,0,0,0,23.7,5.0,0
C1877,62,Basic,14,453.59,38.8,7.3,4,3,2,0.9,14,1,0,47.2,4.1,1
C1878,22,Basic,18,446.77,27.9,-8.2,7,2,0,5.6,6,2,0,75.0,4.9,0
C1879,72,Enterprise,65,2964.6,46.9,5.5,6,0,0,2.6,0,0,2,84.2,2.3,0
C1880,73,Standard,17,927.07,45.0,-25.9,10,0,0,3.0,0,0,0,91.5,4.1,0
C1881,50,Enterprise,12,3004.01,26.6,-20.1,6,0,0,1.6,0,0,0,40.7,3.2,1
C1882,71,Basic,17,441.29,51.5,-23.4,7,0,0,1.0,4,0,0,85.5,4.0,0
C1883,18,Standard,52,902.98,41.9,-19.1,12,0,0,5.7,4,1,1,59.0,4.3,0
C1884,35,Standard,35,961.06,38.1,27.2,11,3,0,2.7,0,0,0,45.8,3.7,0
C1885,49,Basic,7,509.58,47.0,13.2,4,1,1,1.0,2,0,0,79.0,4.8,0
C1886,64,Premium,5,1505.58,42.5,-31.9,8,0,0,1.9,1,1,0,66.8,3.8,0
C1887,66,Enterprise,6,3007.99,92.3,5.9,6,1,0,2.8,2,2,0,68.6,3.3,0
C1888,28,Premium,14,1515.58,67.4,-14.8,10,2,0,2.8,1,1,1,37.8,4.0,1
C1889,38,Premium,27,1448.32,57.1,-22.1,7,3,0,2.9,2,0,2,67.4,4.2,0
C1890,43,Basic,13,489.72,30.5,-42.1,3,0,0,0.6,4,0,0,43.1,4.4,0
C1891,42,Basic,1,491.81,49.1,19.3,7,1,1,2.8,0,1,0,77.9,4.1,0
C1892,39,Enterprise,25,2979.66,53.5,-39.1,8,0,0,1.5,0,0,0,75.5,4.6,0
C1893,44,Basic,32,526.44,64.2,-6.3,5,1,1,2.9,1,1,1,47.7,4.4,0
C1894,66,Premium,6,1473.64,46.5,-28.7,6,3,2,3.8,15,0,1,76.6,3.6,1
C1895,30,Premium,21,1484.6,48.3,14.4,4,2,2,0.9,4,0,0,88.7,3.3,0
C1896,50,Standard,11,848.59,32.6,-13.4,7,2,1,0.5,9,0,0,61.2,3.1,1
C1897,51,Enterprise,43,3014.13,31.4,-8.4,6,3,1,3.2,7,0,0,79.6,3.2,0
C1898,58,Basic,37,536.68,34.3,-7.5,10,2,2,4.1,3,2,1,76.4,4.4,0
C1899,52,Basic,14,484.56,31.5,2.6,7,2,2,7.0,1,0,0,69.8,3.5,0
C1900,18,Basic,23,531.3,45.3,-4.7,10,0,0,1.0,1,1,0,56.5,3.7,0
C1901,38,Standard,42,893.12,20.2,-6.1,10,0,0,0.5,3,2,1,28.7,2.5,0
C1902,65,Basic,13,397.9,42.9,-18.0,7,1,1,12.7,3,0,0,50.6,5.0,0
C1903,72,Basic,7,496.94,44.9,-44.4,7,4,1,0.5,3,1,0,56.3,3.9,1
C1904,23,Premium,28,1491.98,46.5,-33.0,12,2,0,1.9,1,0,2,53.8,2.4,1
C1905,45,Enterprise,4,3003.12,60.7,13.0,6,2,2,2.4,4,1,0,93.8,2.6,1
C1906,34,Basic,9,509.13,64.1,-12.6,10,2,2,4.3,2,0,1,79.3,4.0,0
C1907,22,Standard,40,871.64,63.6,-21.6,9,2,2,5.8,1,0,0,74.3,4.0,0
C1908,48,Enterprise,25,3057.85,50.1,-40.1,7,1,0,2.9,2,1,2,65.9,3.6,1
C1909,22,Basic,10,496.35,37.0,-48.0,5,2,0,0.5,9,0,1,70.5,5.0,1
C1910,55,Basic,4,491.01,32.9,-22.6,4,1,1,20.0,4,2,1,41.7,3.4,1
C1911,20,Basic,8,528.78,29.9,17.2,1,0,0,3.6,6,0,0,49.6,5.0,0
C1912,70,Standard,6,899.74,50.0,-18.9,6,0,0,6.2,3,0,1,79.4,3.2,0
C1913,40,Basic,3,601.63,44.4,5.0,7,2,2,1.9,3,0,0,64.7,3.0,0
C1914,54,Enterprise,27,2990.6,41.8,-20.1,5,1,0,0.5,7,0,1,61.4,3.1,1
C1915,70,Standard,5,913.07,54.2,11.0,7,1,0,0.5,0,0,0,59.7,2.6,0
C1916,54,Standard,12,869.03,44.2,-13.8,8,0,0,5.2,13,1,2,76.9,1.7,1
C1917,27,Basic,9,533.82,73.1,-35.8,11,1,1,0.8,2,0,0,86.8,4.1,0
C1918,27,Standard,72,911.35,30.0,-11.7,4,2,2,6.8,1,1,1,70.9,3.5,0
C1919,36,Standard,9,885.44,45.7,40.9,6,1,1,1.0,1,0,1,81.1,4.6,0
C1920,34,Premium,1,1464.1,27.4,39.7,4,2,1,1.1,0,1,1,46.6,3.5,0
C1921,38,Premium,1,1446.62,52.9,7.2,11,0,0,0.5,1,0,0,70.7,2.0,0
C1922,31,Standard,17,915.75,30.2,-8.4,10,1,0,0.5,2,1,0,77.0,3.0,0
C1923,26,Enterprise,18,2943.52,47.0,2.6,5,0,0,0.5,4,0,1,52.5,3.4,0
C1924,63,Premium,10,1551.34,36.6,2.9,4,2,0,0.5,1,0,1,70.7,4.3,0
C1925,18,Premium,11,1448.49,35.3,-6.0,4,0,0,0.9,4,0,1,70.2,3.7,0
C1926,68,Basic,1,491.87,36.9,6.0,8,0,0,0.5,3,1,1,44.3,3.7,0
C1927,62,Basic,14,463.74,42.4,0.2,3,0,0,4.3,2,0,0,62.4,3.8,0
C1928,30,Basic,14,500.31,31.6,-12.9,7,0,0,3.4,0,2,0,40.4,3.5,1
C1929,21,Standard,3,900.06,30.7,-34.9,4,0,0,0.7,3,1,1,45.0,2.7,1
C1930,18,Standard,2,916.79,51.1,-16.5,8,2,2,6.9,0,1,0,60.0,5.0,0
C1931,66,Standard,2,837.95,24.8,15.0,4,1,0,1.2,0,0,1,63.8,3.3,1
C1932,57,Premium,2,1468.45,47.1,-5.8,4,1,0,2.7,0,2,1,80.6,3.0,0
C1933,49,Premium,18,1537.82,25.9,2.5,7,3,2,5.8,0,1,1,62.2,3.1,1
C1934,51,Enterprise,4,3025.34,45.2,-12.1,4,3,3,1.6,2,0,1,81.3,3.1,0
C1935,45,Basic,5,399.02,35.5,-31.5,10,1,1,1.0,5,0,0,67.0,4.0,0
C1936,48,Standard,3,914.09,53.4,-11.0,8,1,0,6.9,11,0,0,54.4,2.7,1
C1937,25,Basic,63,457.7,60.5,-30.6,6,1,1,0.5,1,0,1,53.0,3.8,0
C1938,56,Basic,38,475.33,40.8,-32.2,7,1,0,3.7,3,0,0,60.0,5.0,0
C1939,43,Basic,5,489.91,46.0,25.1,6,0,0,6.4,21,0,1,63.8,2.2,1
C1940,51,Basic,7,561.3,57.6,-15.5,8,1,0,4.3,3,0,1,56.2,4.5,0
C1941,71,Standard,4,857.29,40.1,-23.5,7,2,2,1.6,3,0,0,57.2,4.5,0
C1942,71,Premium,13,1442.84,52.6,35.4,8,1,1,10.5,0,0,0,62.4,3.4,0
C1943,20,Basic,1,517.01,35.2,15.4,7,2,0,0.5,1,0,1,64.6,2.0,0
C1944,67,Premium,22,1497.88,47.8,-14.3,5,1,1,4.4,0,0,1,52.1,4.1,0
C1945,29,Standard,14,947.28,47.9,5.7,5,1,1,4.4,10,1,0,48.4,3.8,1
C1946,18,Basic,45,484.89,46.9,-10.9,6,3,3,3.3,2,0,2,58.0,5.0,0
C1947,71,Standard,3,947.43,67.6,-22.3,12,3,0,2.3,1,0,1,43.8,3.7,1
C1948,61,Basic,32,499.65,26.0,6.9,9,1,1,10.7,5,0,1,75.5,3.5,0
C1949,22,Standard,31,920.16,47.0,-13.1,8,0,0,2.2,1,1,0,85.6,3.8,0
C1950,47,Standard,2,963.96,46.5,-3.1,5,0,0,1.4,8,0,0,42.2,4.3,0
C1951,47,Basic,10,492.31,45.4,20.5,6,1,0,2.5,4,0,0,60.7,3.3,0
C1952,74,Basic,3,540.79,58.9,17.8,4,0,0,5.6,0,0,0,52.5,4.3,0
C1953,34,Standard,5,874.46,34.6,-18.8,11,3,3,0.6,3,1,1,66.4,4.3,0
C1954,65,Enterprise,6,3008.1,62.8,7.2,6,2,1,1.6,6,2,0,58.6,4.3,1
C1955,64,Basic,16,441.21,46.5,-33.2,5,1,0,2.9,11,0,1,85.2,4.5,1
C1956,40,Premium,10,1478.83,32.4,6.3,9,0,0,6.5,1,0,0,74.5,2.6,0
C1957,32,Standard,59,856.68,48.2,-1.3,5,2,1,1.8,1,1,0,57.1,2.8,0
C1958,54,Enterprise,2,3047.83,47.4,4.5,8,3,1,2.8,3,0,1,60.8,2.3,1
C1959,38,Premium,72,1568.55,29.6,-12.4,7,0,0,0.5,0,0,0,40.0,4.3,0
C1960,31,Standard,5,884.81,43.5,47.1,8,0,0,0.5,1,0,0,65.7,5.0,0
C1961,19,Standard,29,868.08,57.1,-27.5,4,1,0,0.8,5,1,0,77.0,4.2,0
C1962,28,Premium,8,1446.44,47.8,19.3,8,4,3,4.1,7,1,0,49.9,3.2,1
C1963,68,Standard,3,909.58,27.2,-30.8,9,3,3,0.8,1,1,0,41.6,4.3,1
C1964,56,Basic,39,474.91,42.8,7.6,7,1,1,7.3,9,0,0,83.5,3.6,0
C1965,55,Basic,7,477.05,30.0,9.4,5,1,0,8.0,1,2,0,69.0,4.1,1
C1966,51,Premium,21,1564.18,36.4,-3.6,6,0,0,1.1,0,0,0,67.7,3.6,0
C1967,55,Premium,16,1487.14,98.8,-17.4,7,1,0,0.5,0,0,1,68.4,4.6,0
C1968,67,Basic,12,522.47,55.1,-1.5,9,0,0,1.9,8,0,0,44.1,3.2,0
C1969,51,Standard,13,901.12,40.7,1.7,1,1,1,5.5,13,0,1,60.7,2.5,0
C1970,35,Standard,26,844.79,50.1,39.7,13,2,2,0.5,3,0,0,96.4,4.3,0
C1971,47,Basic,1,425.2,55.5,-26.8,8,1,1,0.5,5,0,2,49.4,4.6,1
C1972,32,Enterprise,22,3018.5,62.5,-18.9,7,1,1,1.0,7,0,2,54.8,3.1,0
C1973,44,Basic,45,567.16,59.1,2.1,7,0,0,4.1,0,0,0,82.1,4.0,0
C1974,68,Basic,1,511.6,59.1,-11.4,10,1,0,1.6,3,0,0,84.7,3.3,0
C1975,51,Standard,3,923.96,52.7,-7.5,7,1,0,4.7,11,1,1,44.3,5.0,1
C1976,69,Premium,25,1462.81,61.8,21.8,11,3,3,1.8,1,0,0,66.2,3.9,0
C1977,74,Basic,11,539.6,35.4,-75.5,12,2,1,0.5,18,0,0,88.6,3.6,1
C1978,55,Standard,10,939.1,46.2,-19.9,3,2,0,20.0,4,1,1,64.0,3.4,0
C1979,50,Standard,2,871.15,37.9,-48.6,11,4,3,4.0,4,0,0,60.0,4.2,1
C1980,41,Basic,14,520.82,24.7,-34.9,6,4,0,3.5,0,0,0,64.6,2.7,1
C1981,32,Basic,2,428.34,44.9,55.1,5,0,0,2.4,0,1,2,89.1,2.2,0
C1982,47,Standard,12,927.96,39.7,10.0,8,1,1,0.5,0,0,0,65.7,5.0,0
C1983,72,Basic,28,476.1,27.2,18.8,8,0,0,14.7,10,1,0,40.7,4.2,1
C1984,59,Enterprise,5,2949.91,50.8,-7.0,8,0,0,2.2,6,0,4,70.7,5.0,0
C1985,68,Premium,13,1515.11,47.7,14.0,4,0,0,0.5,2,1,0,90.1,5.0,0
C1986,34,Enterprise,72,2928.13,47.8,-49.2,9,0,0,1.5,2,0,0,51.3,4.1,0
C1987,22,Basic,23,512.7,36.1,21.0,6,1,0,0.5,0,0,1,44.3,4.4,0
C1988,46,Enterprise,36,2953.71,32.7,-25.5,8,1,1,2.5,1,0,1,59.9,5.0,0
C1989,21,Standard,10,845.15,54.9,-18.3,14,1,0,4.9,0,2,0,76.2,5.0,0
C1990,27,Basic,29,501.39,40.8,7.6,5,0,0,11.0,1,0,1,49.3,3.4,0
C1991,73,Basic,1,492.1,51.4,2.9,10,1,1,6.5,0,0,0,62.9,3.4,0
C1992,34,Basic,2,557.27,50.5,-2.9,6,1,0,1.1,1,1,0,69.0,4.6,0
C1993,27,Standard,4,847.61,40.3,-39.1,5,2,0,1.5,4,0,1,78.6,3.4,1
C1994,34,Standard,10,954.0,38.0,-2.5,7,1,0,2.6,4,0,0,23.3,3.8,1
C1995,37,Basic,37,453.49,42.1,19.0,10,1,0,4.0,2,0,0,63.0,3.7,0
C1996,41,Standard,8,935.78,60.8,-18.3,8,2,0,4.7,5,2,1,63.7,4.4,1
C1997,22,Basic,21,543.24,27.5,27.9,8,2,0,6.6,2,0,0,48.8,5.0,0
C1998,51,Standard,24,911.86,46.2,-26.8,7,1,1,0.9,9,0,0,83.5,3.9,0
C1999,23,Standard,17,867.36,34.0,-4.8,9,1,0,0.5,1,1,0,93.0,3.2,0
C2000,70,Premium,8,1438.08,39.1,33.4,7,0,0,0.7,3,0,2,69.9,3.3,0
C2001,19,Premium,17,1420.93,60.3,-22.0,6,4,3,10.1,0,0,0,65.6,3.1,1
C2002,30,Standard,8,973.09,45.5,21.3,7,2,2,0.5,2,1,2,47.5,4.8,1
C2003,60,Standard,1,887.13,57.8,44.4,6,0,0,1.3,1,0,0,57.1,3.4,0
C2004,60,Standard,72,854.81,51.0,-0.7,8,1,1,0.8,1,0,0,83.8,5.0,0
C2005,65,Premium,2,1453.27,54.0,-18.2,10,0,0,0.5,1,0,1,77.7,2.5,0
C2006,28,Basic,1,505.71,49.7,-24.3,8,1,1,2.6,1,1,1,65.9,2.8,1
C2007,68,Basic,42,483.21,53.7,27.6,6,2,1,1.7,2,0,1,53.4,3.4,0
C2008,64,Basic,7,422.23,51.9,26.9,5,0,0,4.5,7,2,0,91.0,4.3,0
C2009,74,Standard,21,933.58,69.4,31.2,6,0,0,1.7,2,0,1,57.0,3.5,0
C2010,40,Standard,7,912.4,39.6,-5.8,6,0,0,2.8,0,0,0,52.5,5.0,0
C2011,72,Premium,9,1572.6,27.9,20.9,10,2,0,6.0,0,0,0,42.7,3.7,1
C2012,33,Basic,6,544.63,54.8,-6.2,10,2,1,2.6,1,0,0,68.6,2.9,0
C2013,48,Standard,8,775.07,39.1,-27.1,9,1,1,2.0,0,2,0,89.5,3.1,0
C2014,28,Premium,10,1555.68,40.8,23.1,6,1,0,0.5,7,0,0,42.1,2.9,0
C2015,71,Premium,25,1547.3,31.2,35.8,5,1,0,2.9,21,0,0,80.1,4.2,0
C2016,33,Standard,14,869.55,62.8,-30.5,7,0,0,0.5,7,0,1,45.0,4.1,0
C2017,25,Standard,57,881.7,64.7,-31.0,12,3,3,0.5,1,1,0,73.7,4.7,0
C2018,21,Basic,1,515.47,41.7,-4.0,6,0,0,2.1,0,0,0,46.2,4.0,0
C2019,57,Enterprise,13,2958.43,46.7,18.9,5,2,2,2.6,4,1,0,46.1,2.8,0
C2020,21,Basic,17,489.29,37.1,-33.3,5,3,0,4.8,4,1,0,63.3,4.6,1
C2021,73,Enterprise,50,3039.0,76.9,0.7,6,0,0,2.1,0,0,1,59.6,2.0,0
C2022,42,Standard,1,919.71,32.0,-19.8,6,0,0,3.4,6,1,1,33.8,2.5,1
C2023,20,Standard,17,872.33,49.5,12.5,4,2,2,8.8,6,0,0,51.5,5.0,0
C2024,49,Basic,38,539.91,44.1,-24.9,8,0,0,9.8,5,0,1,34.1,4.0,0
C2025,20,Standard,5,911.12,43.5,14.3,9,2,1,1.1,5,1,0,70.6,4.1,0
C2026,44,Standard,41,909.75,48.7,-9.0,3,0,0,2.1,4,1,0,67.8,3.2,0
C2027,46,Basic,1,478.4,31.5,-28.4,10,1,0,2.7,2,0,0,61.7,2.3,1
C2028,49,Standard,26,898.74,71.1,-3.4,5,1,0,2.1,3,0,1,89.7,3.5,0
C2029,67,Enterprise,54,2968.04,52.5,-53.4,8,1,0,11.6,3,1,1,73.3,3.8,0
C2030,68,Standard,21,821.38,48.8,-19.0,8,3,3,1.2,3,0,0,78.6,5.0,0
C2031,36,Premium,11,1487.81,51.9,3.4,11,1,1,2.6,3,0,1,33.1,3.2,0
C2032,38,Basic,1,494.11,43.6,-49.3,5,1,0,0.5,2,0,0,55.7,4.5,1
C2033,22,Standard,50,904.49,60.0,-69.3,10,2,2,3.5,4,1,0,35.0,2.7,1
C2034,35,Basic,12,547.49,64.9,-63.5,11,2,0,1.4,1,0,0,46.2,4.9,1
C2035,45,Standard,1,872.91,35.3,28.2,9,1,0,5.7,7,1,0,30.6,4.5,0
C2036,59,Enterprise,23,2984.29,48.0,-6.9,7,3,3,0.5,7,1,0,19.1,4.0,1
C2037,39,Standard,13,929.65,49.0,-18.3,9,2,1,7.4,2,1,0,98.0,3.3,0
C2038,38,Basic,2,468.9,34.3,18.6,8,2,1,2.0,2,1,0,81.0,2.6,0
C2039,23,Standard,4,905.15,43.4,-15.1,6,1,1,1.8,2,0,0,56.5,4.1,0
C2040,18,Standard,1,882.67,70.1,1.7,7,2,1,5.0,0,1,1,54.8,3.0,1
C2041,22,Standard,17,889.26,56.9,-4.4,9,0,0,1.3,0,1,0,34.5,4.9,0
C2042,58,Premium,19,1529.33,44.8,-16.8,10,0,0,6.8,5,0,0,59.4,3.5,0
C2043,29,Premium,14,1484.06,57.9,2.4,8,1,0,1.1,0,0,0,63.3,2.7,0
C2044,43,Standard,33,930.63,55.4,14.3,12,2,1,4.6,2,0,0,91.1,2.8,0
C2045,63,Standard,39,820.9,55.3,-9.6,10,2,2,0.5,1,0,0,98.0,3.0,0
C2046,51,Basic,19,441.82,29.6,-16.5,4,1,0,4.2,0,0,0,90.3,5.0,0
C2047,66,Basic,1,406.27,50.4,-13.6,7,0,0,1.1,3,0,0,82.0,5.0,0
C2048,31,Standard,23,852.37,39.3,-62.4,6,0,0,4.5,1,0,0,83.6,5.0,0
C2049,43,Standard,10,973.27,46.6,2.1,10,0,0,6.1,5,0,0,55.3,4.4,0
C2050,62,Standard,16,898.3,52.6,-35.2,11,2,2,0.7,4,1,0,69.3,2.9,1
C2051,44,Standard,20,870.15,35.8,10.7,4,1,0,0.6,2,0,0,78.9,5.0,0
C2052,26,Basic,8,530.31,36.9,-7.3,7,3,0,4.8,3,1,1,77.1,2.2,0
C2053,43,Standard,49,935.96,49.8,-2.4,8,1,1,0.7,2,1,1,82.5,3.9,0
C2054,74,Basic,2,450.17,32.8,12.5,8,1,1,0.5,6,0,0,72.1,3.8,1
C2055,64,Basic,22,598.93,52.0,-28.2,7,0,0,0.5,12,0,0,56.1,4.2,0
C2056,74,Premium,1,1510.05,65.6,4.2,7,2,1,0.5,5,0,1,60.9,3.3,1
C2057,39,Basic,51,515.09,56.7,1.7,4,1,0,8.3,7,0,1,84.7,3.9,0
C2058,64,Standard,2,918.89,63.9,-9.6,7,2,1,7.0,6,1,2,47.6,4.7,0
C2059,73,Basic,1,518.81,41.9,-28.2,6,1,0,2.8,2,0,1,75.3,3.2,1
C2060,47,Premium,8,1474.14,50.2,9.9,5,0,0,2.5,7,2,1,88.7,3.8,0
C2061,60,Standard,9,983.5,57.0,12.6,8,0,0,1.0,0,1,1,74.5,2.9,0
C2062,65,Basic,4,487.59,31.7,-2.2,5,0,0,2.4,8,1,1,51.6,4.5,0
C2063,34,Standard,17,937.3,36.4,-31.8,4,1,1,9.4,2,0,0,61.0,4.2,0
C2064,43,Premium,11,1480.0,48.8,-18.2,5,1,1,3.0,1,1,0,58.6,3.6,0
C2065,53,Enterprise,1,2972.91,41.8,-6.5,5,2,2,0.5,2,0,0,95.0,3.9,0
C2066,18,Basic,7,575.07,31.4,12.2,7,1,1,0.5,4,0,0,24.1,5.0,0
C2067,25,Premium,33,1494.67,38.6,-44.6,2,0,0,7.2,3,1,1,96.9,2.8,0
C2068,66,Enterprise,23,2997.64,40.7,-19.1,9,1,0,0.9,3,1,0,67.0,3.0,0
C2069,52,Enterprise,25,3010.34,53.2,-15.1,3,0,0,0.5,0,0,1,70.0,4.1,0
C2070,69,Standard,23,1003.07,60.0,-7.1,9,1,1,4.8,5,0,0,47.2,4.6,0
C2071,32,Standard,7,985.75,37.2,-37.5,9,0,0,6.0,4,1,0,98.0,2.5,0
C2072,64,Standard,2,950.35,40.2,-10.4,12,1,0,1.2,0,2,0,59.4,2.2,1
C2073,73,Premium,6,1613.14,25.5,-12.8,10,2,1,6.2,0,1,1,63.8,1.0,1
C2074,39,Standard,35,861.22,57.7,-30.9,9,0,0,5.7,16,0,0,69.4,3.8,1
C2075,31,Standard,72,925.24,40.3,-7.9,5,2,2,2.3,5,1,0,75.6,4.0,0
C2076,43,Standard,13,902.03,36.8,-18.5,3,1,0,9.8,3,2,0,57.5,3.2,1
C2077,45,Premium,1,1428.24,34.3,7.4,3,0,0,6.5,1,1,0,78.3,4.1,0
C2078,40,Premium,3,1517.52,84.1,-27.1,8,2,2,0.5,1,0,0,57.3,4.5,0
C2079,31,Basic,7,479.37,60.3,-2.8,6,0,0,8.1,0,1,0,39.2,4.2,0
C2080,41,Premium,17,1560.34,38.3,-25.2,3,0,0,2.7,3,0,0,80.1,1.9,0
C2081,19,Standard,1,883.2,62.1,-20.0,8,2,0,2.2,3,0,0,61.1,3.3,0
C2082,62,Premium,57,1480.92,47.1,2.4,5,0,0,11.0,10,1,0,64.1,3.5,0
C2083,43,Standard,9,960.32,50.3,0.9,6,2,0,1.2,3,0,1,59.0,4.0,0
C2084,31,Standard,48,896.38,43.8,-15.4,8,1,1,2.0,2,0,2,65.2,3.3,0
C2085,73,Enterprise,30,3045.52,47.3,-11.7,12,0,0,0.7,9,1,0,72.7,5.0,0
C2086,68,Basic,28,515.97,24.8,-41.3,8,0,0,7.2,3,0,1,80.5,2.8,1
C2087,24,Premium,18,1516.51,38.7,30.1,4,2,2,0.5,5,0,1,98.0,4.0,0
C2088,20,Standard,19,889.24,35.6,12.2,9,0,0,0.5,3,0,0,49.3,3.9,0
C2089,64,Standard,20,919.09,28.4,11.3,10,1,1,0.6,0,0,0,42.6,2.8,0
C2090,40,Basic,19,493.74,34.2,-44.9,6,0,0,3.5,0,0,0,63.1,3.3,0
C2091,63,Standard,16,866.85,42.4,-19.9,8,3,1,0.5,3,1,1,80.0,4.2,0
C2092,60,Basic,72,494.83,64.8,-13.4,14,2,0,8.9,9,0,0,66.3,3.0,0
C2093,64,Basic,26,550.51,48.5,-53.3,9,2,2,4.0,13,0,2,85.1,4.7,1
C2094,62,Basic,30,520.44,49.2,17.2,10,1,1,4.0,21,0,1,73.5,3.6,0
C2095,35,Basic,41,529.74,42.5,31.3,9,4,2,12.6,7,1,0,55.7,3.7,1
C2096,55,Enterprise,4,2999.06,58.4,46.5,6,0,0,0.5,1,0,1,37.7,3.6,0
C2097,52,Enterprise,1,2921.49,38.7,-31.1,5,3,3,3.7,3,0,0,81.9,3.1,1
C2098,68,Standard,13,850.14,62.0,-2.1,7,1,1,8.0,3,1,0,50.1,5.0,0
C2099,32,Premium,14,1487.44,40.9,28.1,10,1,0,3.4,3,0,1,83.0,4.1,0
C2100,42,Basic,35,453.6,43.7,-11.3,5,0,0,2.2,5,0,0,98.0,5.0,0
C2101,72,Standard,11,878.03,30.3,-19.2,3,4,2,0.5,0,0,0,69.6,3.6,1
C2102,54,Premium,16,1476.58,45.1,-51.7,1,1,0,0.7,0,0,2,74.4,3.1,1
C2103,45,Enterprise,14,2977.78,72.6,23.3,9,1,0,8.9,11,0,0,75.3,3.5,0
C2104,27,Standard,1,956.49,61.2,-5.5,4,1,0,13.5,7,1,0,78.8,4.6,0
C2105,56,Premium,19,1496.88,67.9,-23.2,9,1,1,2.4,6,0,0,59.1,3.2,0
C2106,74,Basic,35,536.39,34.9,2.1,9,1,0,8.0,2,1,2,85.0,3.3,0
C2107,34,Enterprise,3,3005.56,38.5,-1.2,7,3,0,2.3,3,0,0,51.7,2.8,1
C2108,56,Basic,18,555.63,44.5,-0.8,6,1,0,0.6,3,0,0,76.3,4.2,0
C2109,39,Standard,18,939.84,67.2,-10.4,11,2,2,0.5,1,0,0,42.6,3.7,0
C2110,43,Standard,3,875.34,28.7,35.6,7,2,1,6.3,1,0,1,78.0,3.7,0
C2111,61,Standard,2,977.47,35.0,-8.3,14,0,0,9.7,0,0,1,34.0,4.7,0
C2112,42,Basic,72,480.82,39.1,35.5,5,1,1,1.8,3,1,0,55.6,4.3,0
C2113,34,Enterprise,10,3007.0,36.5,9.1,7,1,1,0.5,0,0,0,71.3,4.2,0
C2114,30,Basic,5,514.08,32.2,3.8,9,0,0,6.6,0,1,0,64.3,4.3,0
C2115,37,Standard,3,918.53,34.6,-7.8,11,2,0,1.5,9,1,0,80.5,3.4,1
C2116,42,Basic,22,530.85,45.8,19.3,8,1,1,2.3,2,2,0,72.1,3.6,0
C2117,21,Basic,18,468.73,37.7,-2.2,5,2,1,17.5,3,0,1,58.5,4.7,1
C2118,27,Standard,20,927.49,58.7,-28.3,5,1,1,4.0,0,2,0,64.7,4.3,0
C2119,20,Standard,1,922.25,47.1,-29.1,3,0,0,4.5,0,0,0,82.0,4.4,0
C2120,58,Basic,44,499.02,24.7,5.6,4,2,0,1.2,0,1,0,42.0,4.2,0
C2121,62,Basic,9,491.41,35.5,-27.7,7,0,0,1.0,1,0,3,91.2,4.8,0
